surrogate_id,max_correlation,time_slide_samples
1,0.001484416793104,1000
2,0.001062504419713,2000
3,0.000720255559978,3000
4,0.000492387592804,4000
5,0.000679712958972,5000
6,0.000558297778724,6000
7,0.001038050722949,7000
8,0.001172310120445,8000
9,0.001129201779217,9000
10,0.000489646776154,10000
11,0.000719189878126,11000
12,0.000642264272488,12000
13,0.000832690605125,13000
14,0.001224732588205,14000
15,0.001098941497447,15000
16,0.000187844422401,16000
17,0.000341615161789,17000
18,0.001138453810006,18000
19,0.000595349558738,19000
20,0.001219019110224,20000
21,0.000502148848972,21000
22,0.000585619913567,22000
23,0.001106950525142,23000
24,0.000494216206837,24000
25,0.000316872498368,25000
26,0.001347493353266,26000
27,0.000677354665489,27000
28,0.000744621468452,28000
29,0.000573833906136,29000
30,0.000570845080465,30000
31,0.000635911238876,31000
32,0.000605988328976,32000
33,0.000383300765660,33000
34,0.000803422966788,34000
35,0.000682713667541,35000
36,0.000885070655204,36000
37,0.000387455382539,37000
38,0.000891833832520,38000
39,0.001299078785452,39000
40,0.001767295869448,40000
41,0.000239536080385,41000
42,0.001030449386529,42000
43,0.000713626491606,43000
44,0.000433053874830,44000
45,0.000654075060546,45000
46,0.001112880907362,46000
47,0.000643352095062,47000
48,0.001262149363633,48000
49,0.000722743365742,49000
50,0.000402245011752,50000
51,0.000405074254468,51000
52,0.000688276412956,52000
53,0.001069242398825,53000
54,0.000381185779746,54000
55,0.000359431225282,55000
56,0.000718931148696,56000
57,0.000844741598239,57000
58,0.001079692543440,58000
59,0.001228425287543,59000
60,0.001262027658730,60000
61,0.000233650669572,61000
62,0.000531025116114,62000
63,0.001382110674221,63000
64,0.000606497772492,64000
65,0.000535470508207,65000
66,0.000945413531611,66000
67,0.000949413382612,67000
68,0.001001660037694,68000
69,0.001003295605448,69000
70,0.000645314662566,70000
71,0.000229191340432,71000
72,0.000457483405923,72000
73,0.000450465164234,73000
74,0.000584168696452,74000
75,0.001047430955968,75000
76,0.001335023601715,76000
77,0.001265093259206,77000
78,0.000628802499749,78000
79,0.000820094872467,79000
80,0.000890354846855,80000
81,0.000926696380926,81000
82,0.000691615255862,82000
83,0.000621518165574,83000
84,0.000697629919956,84000
85,0.000648518146235,85000
86,0.001160973354768,86000
87,0.000898516354917,87000
88,0.000525436466354,88000
89,0.000320466284421,89000
90,0.000531894330791,90000
91,0.001013124253571,91000
92,0.000565846149692,92000
93,0.000414208150707,93000
94,0.000752826638016,94000
95,0.000628752493101,95000
96,0.000962977073564,96000
97,0.000708853604342,97000
98,0.000764624041912,98000
99,0.000525853886180,99000
100,0.000361471126064,100000
101,0.000325015327548,101000
102,0.001263946513262,102000
103,0.000797351612048,103000
104,0.001103516197463,104000
105,0.000698800380098,105000
106,0.001170126208240,106000
107,0.001708962555477,107000
108,0.001441056899172,108000
109,0.000589421687396,109000
110,0.000759267570987,110000
111,0.000680099595805,111000
112,0.000558666303352,112000
113,0.001007362702997,113000
114,0.000786953792135,114000
115,0.000508729794590,115000
116,0.000755005029326,116000
117,0.000532667391745,117000
118,0.000641945378322,118000
119,0.000566723843708,119000
120,0.000923086123077,120000
121,0.001030219572591,121000
122,0.000217774354314,122000
123,0.000214339312488,123000
124,0.000801420572686,124000
125,0.000567397771443,125000
126,0.001259100499572,126000
127,0.001037934882171,127000
128,0.001228975609315,128000
129,0.000445514629918,129000
130,0.000459271752127,130000
131,0.000316995133059,131000
132,0.001477212054014,132000
133,0.000816486550653,133000
134,0.000242445250889,134000
135,0.000467876867983,135000
136,0.000601982395397,136000
137,0.000704218742375,137000
138,0.000586366365405,138000
139,0.000272316961461,139000
140,0.000573566779524,140000
141,0.000543857500759,141000
142,0.000569927441536,142000
143,0.000551755782537,143000
144,0.000828775876423,144000
145,0.001263846026204,145000
146,0.001421202939104,146000
147,0.000256083620323,147000
148,0.000962378061543,148000
149,0.000713854090180,149000
150,0.000607163045624,150000
151,0.000449669403220,151000
152,0.001441261811054,152000
153,0.000910688995211,153000
154,0.000437630469119,154000
155,0.001380776262797,155000
156,0.000898512446011,156000
157,0.000400966678036,157000
158,0.000608888165785,158000
159,0.000687337839535,159000
160,0.000522632175909,160000
161,0.000626606193283,161000
162,0.000413627837633,162000
163,0.000718122551569,163000
164,0.000844037545630,164000
165,0.000978101871980,165000
166,0.000577570313165,166000
167,0.001083001854797,167000
168,0.000246981210937,168000
169,0.000530448271250,169000
170,0.000788016405603,170000
171,0.001229924194804,171000
172,0.000546200657298,172000
173,0.001203584543218,173000
174,0.000965763132365,174000
175,0.000864472604851,175000
176,0.001160224450684,176000
177,0.001063008875254,177000
178,0.000719926619175,178000
179,0.000463345467156,179000
180,0.000641291998085,180000
181,0.000583683924561,181000
182,0.001037669133360,182000
183,0.001336720827647,183000
184,0.001215452711559,184000
185,0.000628537541902,185000
186,0.000779862760208,186000
187,0.000567217287526,187000
188,0.000926135959934,188000
189,0.001225588667650,189000
190,0.001099200864167,190000
191,0.000202724770685,191000
192,0.000542887376062,192000
193,0.001159189466576,193000
194,0.000594840718917,194000
195,0.000777142010099,195000
196,0.000321154394520,196000
197,0.000429402489060,197000
198,0.001107213691754,198000
199,0.000560720302941,199000
200,0.000288679520236,200000
201,0.000883846833373,201000
202,0.000677553786075,202000
203,0.000890693045650,203000
204,0.000709645493215,204000
205,0.000576316046567,205000
206,0.000635493235313,206000
207,0.000604911063757,207000
208,0.000382873808111,208000
209,0.000989916040579,209000
210,0.000803817920840,210000
211,0.000945945870930,211000
212,0.000574973974073,212000
213,0.000990002863321,213000
214,0.001461274835452,214000
215,0.001766946176013,215000
216,0.000294414521196,216000
217,0.001030815415851,217000
218,0.000668232719913,218000
219,0.000525236373218,219000
220,0.000699456821323,220000
221,0.001113068455488,221000
222,0.000643606647660,222000
223,0.001261303003223,223000
224,0.000723295222687,224000
225,0.000354718392746,225000
226,0.000565328938657,226000
227,0.000678135170236,227000
228,0.001069225015291,228000
229,0.000215189739988,229000
230,0.000230803301610,230000
231,0.000761915847747,231000
232,0.000570383835750,232000
233,0.001260424117249,233000
234,0.001227203877792,234000
235,0.001262288933288,235000
236,0.000220972294638,236000
237,0.000281912307206,237000
238,0.001476665819895,238000
239,0.000815826489239,239000
240,0.000535003579261,240000
241,0.000945406779787,241000
242,0.000918917003831,242000
243,0.001000161923381,243000
244,0.001004219414123,244000
245,0.000273365269379,245000
246,0.000201271443259,246000
247,0.000528934475269,247000
248,0.000450398242654,248000
249,0.000489191310191,249000
250,0.001047428877442,250000
251,0.001336457879660,251000
252,0.001332737606491,252000
253,0.000477775721379,253000
254,0.000820948190230,254000
255,0.000889885607712,255000
256,0.000926123313571,256000
257,0.000525499247576,257000
258,0.000895956875797,258000
259,0.000740250318588,259000
260,0.000647929954565,260000
261,0.001380413087719,261000
262,0.000899314294136,262000
263,0.000525058121948,263000
264,0.000608208041058,264000
265,0.000530931111867,265000
266,0.000862651079837,266000
267,0.000626994619075,267000
268,0.000413654850815,268000
269,0.000753806971567,269000
270,0.000799821954122,270000
271,0.000963188289967,271000
272,0.000601134692631,272000
273,0.000874823062251,273000
274,0.000496250345302,274000
275,0.000313949682467,275000
276,0.000673647099037,276000
277,0.001262830614808,277000
278,0.000591716196872,278000
279,0.001202688161298,279000
280,0.000844765007047,280000
281,0.001169998273099,281000
282,0.001708437007775,282000
283,0.001125451832014,283000
284,0.000720458982296,284000
285,0.000743630087133,285000
286,0.000680382326359,286000
287,0.000557193934155,287000
288,0.001007306410154,288000
289,0.000853014521610,289000
290,0.000476284507994,290000
291,0.000644612550415,291000
292,0.000504409668018,292000
293,0.000643153231697,293000
294,0.000517283780136,294000
295,0.001223523384658,295000
296,0.001099007456831,296000
297,0.000189706277171,297000
298,0.000224937590186,298000
299,0.001138675867761,299000
300,0.000594842572387,300000
301,0.001260326833275,301000
302,0.000688292219608,302000
303,0.000886646659819,303000
304,0.000807104731147,304000
305,0.000458994185522,305000
306,0.000316225589669,306000
307,0.001346848136334,307000
308,0.000816484813090,308000
309,0.000356308142059,309000
310,0.000467221805194,310000
311,0.000541248779250,311000
312,0.000635194819538,312000
313,0.000606174773969,313000
314,0.000382463119209,314000
315,0.000803546566495,315000
316,0.000531470545478,316000
317,0.000642120186765,317000
318,0.000550776915764,318000
319,0.000747054580468,319000
320,0.001298177436400,320000
321,0.001768359570896,321000
322,0.000255937042842,322000
323,0.001029367165405,323000
324,0.000713314350638,324000
325,0.000247138895401,325000
326,0.000450451792907,326000
327,0.001482000371119,327000
328,0.001113573500629,328000
329,0.000643738798515,329000
330,0.001295339822539,330000
331,0.000643745607381,331000
332,0.000402597315892,332000
333,0.000609435408341,333000
334,0.000688919554942,334000
335,0.000838011457061,335000
336,0.000568636591423,336000
337,0.000359194318179,337000
338,0.000719411560853,338000
339,0.000844296003589,339000
340,0.000979050762517,340000
341,0.001226901583268,341000
342,0.001090442056932,342000
343,0.000247345348530,343000
344,0.000531043833387,344000
345,0.001112614319928,345000
346,0.000931615246063,346000
347,0.000535562460820,347000
348,0.000945680345068,348000
349,0.000966307514864,349000
350,0.000851605957825,350000
351,0.001002161033408,351000
352,0.000768261719151,352000
353,0.000481429723471,353000
354,0.000464507625087,354000
355,0.000598476555753,355000
356,0.000584212470529,356000
357,0.001047604249356,357000
358,0.001336751829338,358000
359,0.001265489431679,359000
360,0.000629531922295,360000
361,0.000819605053089,361000
362,0.000890340059765,362000
363,0.000926524096941,363000
364,0.001080571134364,364000
365,0.000964558334404,365000
366,0.000355674347395,366000
367,0.000636026878723,367000
368,0.001160140025287,368000
369,0.000783743984381,369000
370,0.000526206275607,370000
371,0.000319644710755,371000
372,0.000532180665985,372000
373,0.001107450005581,373000
374,0.000560957025178,374000
375,0.000413499714138,375000
376,0.000883415204060,376000
377,0.000641721759185,377000
378,0.000962843336164,378000
379,0.000708685648916,379000
380,0.000763585958658,380000
381,0.000572501480249,381000
382,0.000548544138368,382000
383,0.000329713215321,383000
384,0.001262910983780,384000
385,0.000828246021776,385000
386,0.000945790656256,386000
387,0.000700301900349,387000
388,0.001169741021278,388000
389,0.001709058344020,389000
390,0.001713766865092,390000
391,0.000542661931659,391000
392,0.000838944984788,392000
393,0.000526840416763,393000
394,0.000525551504936,394000
395,0.000831824582729,395000
396,0.000910193548876,396000
397,0.000508563157492,397000
398,0.001249201275294,398000
399,0.000723536516731,399000
400,0.000380316705537,400000
401,0.000566058972323,401000
402,0.000868431675069,402000
403,0.001068840491772,403000
404,0.000217648367708,404000
405,0.000179816531117,405000
406,0.000801394263758,406000
407,0.000404809427936,407000
408,0.001260116519458,408000
409,0.001227596237659,409000
410,0.001262435697888,410000
411,0.000381499052920,411000
412,0.000360866961712,412000
413,0.000234108871028,413000
414,0.001476666966713,414000
415,0.000815653326178,415000
416,0.000348489994754,416000
417,0.000514768118962,417000
418,0.000746233679830,418000
419,0.001000002695066,419000
420,0.000867747923429,420000
421,0.000272579921146,421000
422,0.000200840083766,422000
423,0.000560014624613,423000
424,0.000450834854290,424000
425,0.000549674809613,425000
426,0.000905235526035,426000
427,0.001264610859565,427000
428,0.001333107643235,428000
429,0.000255726581278,429000
430,0.000789275706980,430000
431,0.000705327504891,431000
432,0.000665518201561,432000
433,0.000519436426575,433000
434,0.001192683591930,434000
435,0.000739819416238,435000
436,0.000648622082631,436000
437,0.001379783735704,437000
438,0.000899504649122,438000
439,0.000474796126295,439000
440,0.000608445993010,440000
441,0.000607319355468,441000
442,0.000444772054952,442000
443,0.000626658386240,443000
444,0.000412349621113,444000
445,0.000717846820578,445000
446,0.000844222146638,446000
447,0.000972875054058,447000
448,0.000600995814625,448000
449,0.001060099014575,449000
450,0.000397894811102,450000
451,0.000501494067518,451000
452,0.000788646947149,452000
453,0.001261755106200,453000
454,0.000620716244709,454000
455,0.001202974622748,455000
456,0.000965097084966,456000
457,0.001082511589647,457000
458,0.001484236589851,458000
459,0.001062586352515,459000
460,0.000720164587332,460000
461,0.000448106975644,461000
462,0.000679606838411,462000
463,0.000557967226950,463000
464,0.001038064449443,464000
465,0.001172380829180,465000
466,0.001129294141514,466000
467,0.000489666452384,467000
468,0.000719249133801,468000
469,0.000642636099097,469000
470,0.000837931966209,470000
471,0.001224809076883,471000
472,0.001098923719240,472000
473,0.000187937944532,473000
474,0.000341753050438,474000
475,0.001138129031074,475000
476,0.000595511812950,476000
477,0.001192990331341,477000
478,0.000502293986901,478000
479,0.000582642009027,479000
480,0.001107153307322,480000
481,0.000562090816358,481000
482,0.000316476000856,482000
483,0.001347755427431,483000
484,0.000677393416225,484000
485,0.000744814514969,485000
486,0.000573895888468,486000
487,0.000570872556818,487000
488,0.000635640801517,488000
489,0.000606314110243,489000
490,0.000383782816070,490000
491,0.000803456366663,491000
492,0.000656411473820,492000
493,0.000945488191959,493000
494,0.000328860911652,494000
495,0.000891594616259,495000
496,0.001298894350497,496000
497,0.001767017094977,497000
498,0.000239819016188,498000
499,0.001030475981928,499000
500,0.000713687089364,500000
501,0.000433020975168,501000
502,0.000654278253927,502000
503,0.001112969860580,503000
504,0.000643324529296,504000
505,0.001261936936297,505000
506,0.000722663941550,506000
507,0.000402417384534,507000
508,0.000404881705311,508000
509,0.000688164324934,509000
510,0.001068873977586,510000
511,0.000381152934209,511000
512,0.000359404999102,512000
513,0.000586243193309,513000
514,0.000845052827242,514000
515,0.001079958381032,515000
516,0.001228274609948,516000
517,0.001262040038367,517000
518,0.000233551476109,518000
519,0.000531008486762,519000
520,0.001382351333072,520000
521,0.000606348194404,521000
522,0.000535416289343,522000
523,0.000945297403162,523000
524,0.000932237530762,524000
525,0.001001474094284,525000
526,0.001003345578980,526000
527,0.000626056636034,527000
528,0.000229260184725,528000
529,0.000492976637996,529000
530,0.000450540377683,530000
531,0.000584164658929,531000
532,0.001047491424710,532000
533,0.001335114241871,533000
534,0.001265384440742,534000
535,0.000628845151964,535000
536,0.000820231856345,536000
537,0.000890583132309,537000
538,0.000926794232075,538000
539,0.000691522858066,539000
540,0.000621143084882,540000
541,0.000697561578506,541000
542,0.000648474965623,542000
543,0.001160767620729,543000
544,0.000898698172361,544000
545,0.000525408114143,545000
546,0.000320274623482,546000
547,0.000532094765502,547000
548,0.001013218796416,548000
549,0.000565778887772,549000
550,0.000414454827878,550000
551,0.000752834291772,551000
552,0.000628509024488,552000
553,0.000963045303712,553000
554,0.000708793045749,554000
555,0.000764948572142,555000
556,0.000526026506333,556000
557,0.000313296750868,557000
558,0.000484727940748,558000
559,0.001263774561127,559000
560,0.000771137265609,560000
561,0.001202229147660,561000
562,0.000698490872245,562000
563,0.001170065992048,563000
564,0.001709051636985,564000
565,0.001440968117116,565000
566,0.000666888629057,566000
567,0.000759231230976,567000
568,0.000679997006011,568000
569,0.000558608071409,569000
570,0.001007457803098,570000
571,0.000787111630237,571000
572,0.000508665766678,572000
573,0.000755360793654,573000
574,0.000432964555010,574000
575,0.000642261887432,575000
576,0.000566695825403,576000
577,0.000923061357402,577000
578,0.001061196033282,578000
579,0.000217962663383,579000
580,0.000214174457985,580000
581,0.000801350140394,581000
582,0.000567131081093,582000
583,0.001259155723199,583000
584,0.001005859104704,584000
585,0.001229106082729,585000
586,0.000445517657521,586000
587,0.000459275525019,587000
588,0.000316622324949,588000
589,0.001477089561729,589000
590,0.000816673674034,590000
591,0.000242522761383,591000
592,0.000467774733955,592000
593,0.000602186476043,593000
594,0.000704303729408,594000
595,0.000586301405995,595000
596,0.000371417968404,596000
597,0.000683266400508,597000
598,0.000596890985650,598000
599,0.000569928488340,599000
600,0.000551497951791,600000
601,0.000828807358647,601000
602,0.001263598214571,602000
603,0.001421427443378,603000
604,0.000256135726713,604000
605,0.000962228524178,605000
606,0.000714119140064,606000
607,0.000606878642753,607000
608,0.000449584312805,608000
609,0.001441180542704,609000
610,0.000910662981929,610000
611,0.000437616585074,611000
612,0.001380717530496,612000
613,0.000898124126283,613000
614,0.000401093842810,614000
615,0.000609059215907,615000
616,0.000687584523268,616000
617,0.000522649249068,617000
618,0.000626412060400,618000
619,0.000359244138134,619000
620,0.000718171245759,620000
621,0.000844178109161,621000
622,0.000977964469423,622000
623,0.000721103487520,623000
624,0.001083136398921,624000
625,0.000246948163955,625000
626,0.000530466721097,626000
627,0.000788309304518,627000
628,0.001215923545216,628000
629,0.000561104678534,629000
630,0.001203289131992,630000
631,0.000965844895439,631000
632,0.000848577325260,632000
633,0.001111622743042,633000
634,0.001062895824526,634000
635,0.000720139886054,635000
636,0.000463460162287,636000
637,0.000641132046220,637000
638,0.000583580902085,638000
639,0.001037767193428,639000
640,0.001336999467749,640000
641,0.001215762090759,641000
642,0.000628587597562,642000
643,0.000779709539834,643000
644,0.000673494851787,644000
645,0.000926111125773,645000
646,0.001225728456651,646000
647,0.001098790923942,647000
648,0.000202791807721,648000
649,0.000543127943141,649000
650,0.001159067368672,650000
651,0.000594911720605,651000
652,0.000777405923457,652000
653,0.000321071602425,653000
654,0.000429022522369,654000
655,0.001106900523509,655000
656,0.000560722929653,656000
657,0.000325582142815,657000
658,0.000883565551583,658000
659,0.000677543777024,659000
660,0.000890577808658,660000
661,0.000709610978551,661000
662,0.000697316431481,662000
663,0.000635326103318,663000
664,0.000604998857769,664000
665,0.000382815638330,665000
666,0.000990320348800,666000
667,0.000838058029943,667000
668,0.000945907246901,668000
669,0.000574767687913,669000
670,0.000990020533854,670000
671,0.001507565874546,671000
672,0.001766982714171,672000
673,0.000294407007794,673000
674,0.001030743537225,674000
675,0.000655945599002,675000
676,0.000525134077313,676000
677,0.000699418412034,677000
678,0.001113330868469,678000
679,0.000643978129688,679000
680,0.001261250933423,680000
681,0.000723296753103,681000
682,0.000325691597267,682000
683,0.000565406691653,683000
684,0.000678155362551,684000
685,0.001069032457233,685000
686,0.000215582249349,686000
687,0.000231069079031,687000
688,0.000762165378769,688000
689,0.000562842058922,689000
690,0.001260630569546,690000
691,0.001226995079933,691000
692,0.001262309416889,692000
693,0.000220968713947,693000
694,0.000282164434464,694000
695,0.001476880417634,695000
696,0.000815821071018,696000
697,0.000534996914815,697000
698,0.000945100341855,698000
699,0.000918873226858,699000
700,0.001000404351356,700000
701,0.001004286390824,701000
702,0.000273464267881,702000
703,0.000201404187017,703000
704,0.000500031607459,704000
705,0.000450398484323,705000
706,0.000383315930033,706000
707,0.001047429934443,707000
708,0.001307295177289,708000
709,0.001332451333171,709000
710,0.000477735023482,710000
711,0.000821071803517,711000
712,0.000889986435914,712000
713,0.000907253730048,713000
714,0.000525226278300,714000
715,0.000896243627049,715000
716,0.000740242085763,716000
717,0.000648070631190,717000
718,0.001380436953239,718000
719,0.000899399247265,719000
720,0.000525123705940,720000
721,0.000608277863056,721000
722,0.000531008970133,722000
723,0.000862610975436,723000
724,0.000626841984765,724000
725,0.000413874440266,725000
726,0.000736350144576,726000
727,0.000800028246061,727000
728,0.000963433509233,728000
729,0.000601378209231,729000
730,0.000974886292952,730000
731,0.000496235064963,731000
732,0.000313735024642,732000
733,0.000673725319901,733000
734,0.001262978760156,734000
735,0.000588387676578,735000
736,0.001202807303589,736000
737,0.000844853742326,737000
738,0.001169625312263,738000
739,0.001708149534293,739000
740,0.001125420208557,740000
741,0.000720421035793,741000
742,0.000743758732550,742000
743,0.000680378201735,743000
744,0.000557295536199,744000
745,0.001007177281651,745000
746,0.000852872864339,746000
747,0.000476257078404,747000
748,0.000644521739068,748000
749,0.000504579927502,749000
750,0.000643108892254,750000
751,0.000580008914977,751000
752,0.001223462140034,752000
753,0.001098888339351,753000
754,0.000189602906849,754000
755,0.000229246387808,755000
756,0.001138496617115,756000
757,0.000594885188549,757000
758,0.001219693170139,758000
759,0.000688484559441,759000
760,0.000886677797403,760000
761,0.000807052013176,761000
762,0.000459107843080,762000
763,0.000316106618880,763000
764,0.001347002169566,764000
765,0.000816606425311,765000
766,0.000356451688785,766000
767,0.000467356873865,767000
768,0.000541374727443,768000
769,0.000635188824283,769000
770,0.000605715097378,770000
771,0.000382650358670,771000
772,0.000803550134057,772000
773,0.000565929690042,773000
774,0.000641976265893,774000
775,0.000550754510666,775000
776,0.000747216267141,776000
777,0.001298170186384,777000
778,0.001768286744023,778000
779,0.000256311262019,779000
780,0.001029242927166,780000
781,0.000713312810321,781000
782,0.000246912970682,782000
783,0.000450492022803,783000
784,0.001481539894009,784000
785,0.001113579759485,785000
786,0.000643463018745,786000
787,0.001295170913760,787000
788,0.000643520541232,788000
789,0.000402100241562,789000
790,0.000567625891921,790000
791,0.000688919038499,791000
792,0.000955477877720,792000
793,0.000568529827687,793000
794,0.000359325369034,794000
795,0.000719375686925,795000
796,0.000844479614624,796000
797,0.000978951299137,797000
798,0.001227118578284,798000
799,0.001090722024783,799000
800,0.000247481773019,800000
801,0.000531061879906,801000
802,0.001112605088145,802000
803,0.000931555682638,803000
804,0.000535541032285,804000
805,0.000945716569549,805000
806,0.000966292397241,806000
807,0.000889189548111,807000
808,0.001002251223554,808000
809,0.000768337071419,809000
810,0.000447057782311,810000
811,0.000464398092051,811000
812,0.000598294860478,812000
813,0.000584547034834,813000
814,0.001047251061268,814000
815,0.001336384823860,815000
816,0.001265823961352,816000
817,0.000629510623218,817000
818,0.000819611760704,818000
819,0.000890341573089,819000
820,0.000926683421727,820000
821,0.000990218545677,821000
822,0.000964646388252,822000
823,0.000484275638264,823000
824,0.000648025234685,824000
825,0.001160323599858,825000
826,0.000873345106874,826000
827,0.000526449010304,827000
828,0.000319594554956,828000
829,0.000532146368101,829000
830,0.001107329783281,830000
831,0.000560882194269,831000
832,0.000413883939067,832000
833,0.000883241698663,833000
834,0.000544671140154,834000
835,0.000962588973715,835000
836,0.000708796902190,836000
837,0.000763622638422,837000
838,0.000572354745852,838000
839,0.000548448056589,839000
840,0.000329391299355,840000
841,0.001262693276160,841000
842,0.000848138260351,842000
843,0.000945767669046,843000
844,0.000700269804909,844000
845,0.001169971961080,845000
846,0.001709068364285,846000
847,0.001713857133866,847000
848,0.000545254265690,848000
849,0.000838935565686,849000
850,0.000679676316858,850000
851,0.000525708363167,851000
852,0.000831831933616,852000
853,0.000878312086929,853000
854,0.000508359222333,854000
855,0.001248976708812,855000
856,0.000723588294596,856000
857,0.000380464045768,857000
858,0.000566517304312,858000
859,0.000868408497634,859000
860,0.001068941683439,860000
861,0.000217642570233,861000
862,0.000179669760309,862000
863,0.000801589047259,863000
864,0.000404677894859,864000
865,0.001260109575797,865000
866,0.001201963331018,866000
867,0.001262580505900,867000
868,0.000381469882950,868000
869,0.000361134669462,869000
870,0.000234272434449,870000
871,0.001477000068021,871000
872,0.000815858794861,872000
873,0.000348532845511,873000
874,0.000514632998976,874000
875,0.000746525909461,875000
876,0.001000399056179,876000
877,0.000867625616640,877000
878,0.000272554936723,878000
879,0.000200941905164,879000
880,0.000510846132410,880000
881,0.000450786745413,881000
882,0.000549944923362,882000
883,0.000905197667204,883000
884,0.001264443570446,884000
885,0.001332981449612,885000
886,0.000255736616457,886000
887,0.000789269525617,887000
888,0.000705329099600,888000
889,0.000665460967885,889000
890,0.000519333685283,890000
891,0.001192748005623,891000
892,0.000867822454239,892000
893,0.000648751595189,893000
894,0.001379789306737,894000
895,0.000899348501028,895000
896,0.000473350485281,896000
897,0.000608865274619,897000
898,0.000607323943836,898000
899,0.000445192497495,899000
900,0.000626985663389,900000
901,0.000412370354812,901000
902,0.000717923169798,902000
903,0.000844382187989,903000
904,0.000972706540527,904000
905,0.000601039855491,905000
906,0.001060453335191,906000
907,0.000360804201072,907000
908,0.000530214555377,908000
909,0.000788514038028,909000
910,0.001229334052799,910000
911,0.000596491296256,911000
912,0.001202883881348,912000
913,0.000964741175946,913000
914,0.001082606237548,914000
915,0.001484184719461,915000
916,0.001062562759570,916000
917,0.000719994873680,917000
918,0.000448543502328,918000
919,0.000679952828078,919000
920,0.000558053811878,920000
921,0.001037874057692,921000
922,0.001172648469284,922000
923,0.001159720556589,923000
924,0.000559645797321,924000
925,0.000719402379062,925000
926,0.000642618627049,926000
927,0.000838057933773,927000
928,0.001225188647103,928000
929,0.001098788656838,929000
930,0.000187593300427,930000
931,0.000341763256154,931000
932,0.001138574635249,932000
933,0.000595240746008,933000
934,0.001193368300103,934000
935,0.000502460522053,935000
936,0.000582700879003,936000
937,0.001107337970835,937000
938,0.000562105317430,938000
939,0.000316574407417,939000
940,0.001271168491224,940000
941,0.000677453217816,941000
942,0.000885302685647,942000
943,0.000574172353329,943000
944,0.000571009235770,944000
945,0.000635633176398,945000
946,0.000606316178277,946000
947,0.000383782340479,947000
948,0.000803611822693,948000
949,0.000603745323583,949000
950,0.000945247320485,950000
951,0.000328621002883,951000
952,0.000891309903085,952000
953,0.001298611304674,953000
954,0.001767026076154,954000
955,0.000169172822542,955000
956,0.001030707059028,956000
957,0.000713699257365,957000
958,0.000524778633365,958000
959,0.000654170962144,959000
960,0.001112838673886,960000
961,0.000643231520334,961000
962,0.001261973972729,962000
963,0.000722736556392,963000
964,0.000402552001492,964000
965,0.000405052403122,965000
966,0.000688055082929,966000
967,0.001068871600371,967000
968,0.000381247619720,968000
969,0.000359091486359,969000
970,0.000586209889340,970000
971,0.000768148897690,971000
972,0.001079611759259,972000
973,0.001228412508244,973000
974,0.001261887411556,974000
975,0.000233666367711,975000
976,0.000530750170631,976000
977,0.001390885211526,977000
978,0.000606767964350,978000
979,0.000535187002277,979000
980,0.000945515636746,980000
981,0.000932153593566,981000
982,0.001001122651947,982000
983,0.001003650557137,983000
984,0.000625689210249,984000
985,0.000229379846799,985000
986,0.000564021163167,986000
987,0.000450420192595,987000
988,0.000584487795750,988000
989,0.001047378968417,989000
990,0.001335143931647,990000
991,0.001265515228773,991000
992,0.000629033579726,992000
993,0.000820342300155,993000
994,0.000890345004398,994000
995,0.000926772148064,995000
996,0.000691587571074,996000
997,0.000621146657870,997000
998,0.000697719491700,998000
999,0.000648340178572,999000
1000,0.001160599638024,1000000
